input_file,nG,nH,k,density,seed,algorithm,time_seconds,extension_cost,status
g6_h9_k1_ddense_s2.txt,6,9,1,dense,2,approx,0.002882,10,success
g6_h9_k1_dmedium_s0.txt,6,9,1,medium,0,exact,33.820757,6,success
g6_h9_k1_dmedium_s0.txt,6,9,1,medium,0,approx,0.003088,22,success
g6_h9_k1_dmedium_s1.txt,6,9,1,medium,1,exact,33.524285,9,success
g6_h9_k1_dmedium_s1.txt,6,9,1,medium,1,approx,0.002703,19,success
g6_h9_k1_dmedium_s2.txt,6,9,1,medium,2,exact,34.104175,5,success
g6_h9_k1_dmedium_s2.txt,6,9,1,medium,2,approx,0.003003,17,success
g6_h9_k1_dsparse_s0.txt,6,9,1,sparse,0,exact,33.731618,0,success
g6_h9_k1_dsparse_s0.txt,6,9,1,sparse,0,approx,0.002996,4,success
g6_h9_k1_dsparse_s1.txt,6,9,1,sparse,1,exact,33.861866,4,success
g6_h9_k1_dsparse_s1.txt,6,9,1,sparse,1,approx,0.003789,10,success
g6_h9_k1_dsparse_s2.txt,6,9,1,sparse,2,exact,34.227774,4,success
g6_h9_k1_dsparse_s2.txt,6,9,1,sparse,2,approx,0.002803,7,success
g4_h6_k2_ddense_s0.txt,4,6,2,dense,0,exact,0.732009,0,success
g4_h6_k2_ddense_s0.txt,4,6,2,dense,0,approx,0.002894,5,success
g4_h6_k2_ddense_s1.txt,4,6,2,dense,1,exact,0.704464,5,success
g4_h6_k2_ddense_s1.txt,4,6,2,dense,1,approx,0.003107,16,success
g4_h6_k2_ddense_s2.txt,4,6,2,dense,2,exact,0.707910,2,success
g4_h6_k2_ddense_s2.txt,4,6,2,dense,2,approx,0.002903,12,success
g4_h6_k2_dmedium_s0.txt,4,6,2,medium,0,exact,0.698676,3,success
g4_h6_k2_dmedium_s0.txt,4,6,2,medium,0,approx,0.003259,8,success
g4_h6_k2_dmedium_s1.txt,4,6,2,medium,1,exact,0.702117,5,success
g4_h6_k2_dmedium_s1.txt,4,6,2,medium,1,approx,0.003173,17,success
g4_h6_k2_dmedium_s2.txt,4,6,2,medium,2,exact,0.697600,4,success
g4_h6_k2_dmedium_s2.txt,4,6,2,medium,2,approx,0.002864,12,success
g4_h6_k2_dsparse_s0.txt,4,6,2,sparse,0,exact,0.675416,0,success
g4_h6_k2_dsparse_s0.txt,4,6,2,sparse,0,approx,0.002636,3,success
g4_h6_k2_dsparse_s1.txt,4,6,2,sparse,1,exact,0.672879,0,success
g4_h6_k2_dsparse_s1.txt,4,6,2,sparse,1,approx,0.002742,0,success
g4_h6_k2_dsparse_s2.txt,4,6,2,sparse,2,exact,0.682904,0,success
g4_h6_k2_dsparse_s2.txt,4,6,2,sparse,2,approx,0.002814,3,success
g2_h4_k8_ddense_s0.txt,2,4,8,dense,0,exact,0.658814,6,success
g2_h4_k8_ddense_s0.txt,2,4,8,dense,0,approx,0.003255,21,success
g2_h4_k8_ddense_s1.txt,2,4,8,dense,1,exact,0.652898,7,success
g2_h4_k8_ddense_s1.txt,2,4,8,dense,1,approx,0.002959,24,success
g2_h4_k8_ddense_s2.txt,2,4,8,dense,2,exact,0.659428,0,success
g2_h4_k8_ddense_s2.txt,2,4,8,dense,2,approx,0.002735,5,success
g2_h4_k8_dmedium_s0.txt,2,4,8,medium,0,exact,0.672372,16,success
g2_h4_k8_dmedium_s0.txt,2,4,8,medium,0,approx,0.003472,24,success
g2_h4_k8_dmedium_s1.txt,2,4,8,medium,1,exact,0.659582,14,success
g2_h4_k8_dmedium_s1.txt,2,4,8,medium,1,approx,0.003316,23,success
g2_h4_k8_dmedium_s2.txt,2,4,8,medium,2,exact,0.728137,0,success
g2_h4_k8_dmedium_s2.txt,2,4,8,medium,2,approx,0.003092,0,success
g2_h4_k8_dsparse_s0.txt,2,4,8,sparse,0,exact,0.657458,11,success
g2_h4_k8_dsparse_s0.txt,2,4,8,sparse,0,approx,0.002725,16,success
g2_h4_k8_dsparse_s1.txt,2,4,8,sparse,1,exact,0.642582,0,success
g2_h4_k8_dsparse_s1.txt,2,4,8,sparse,1,approx,0.002801,0,success
g2_h4_k8_dsparse_s2.txt,2,4,8,sparse,2,exact,0.642280,0,success
g2_h4_k8_dsparse_s2.txt,2,4,8,sparse,2,approx,0.003187,0,success
g5_h12_k1_ddense_s0.txt,5,12,1,dense,0,exact,82.503977,1,success
g5_h12_k1_ddense_s0.txt,5,12,1,dense,0,approx,0.002951,11,success
g5_h12_k1_ddense_s1.txt,5,12,1,dense,1,exact,83.585730,0,success
g5_h12_k1_ddense_s1.txt,5,12,1,dense,1,approx,0.002710,8,success
